"GeneName","PearsonCorrelation","p.Standard","q.Standard"
"6239","PMS2P9",-0.137447769253774,0.0522025638188332,0.0458568775336095
"6240","SOCS3",0.137414916525774,0.0522595459080128,0.0458995760623747
"6241","DDX4",0.137408891577387,0.0522700015887882,0.0459014032960612
"6242","FBXO7",0.137340623250897,0.0523885952985401,0.0459981771782804
"6243","JAKMIP2",0.137333401590152,0.0524011535685149,0.0460018338500901
"6244","GANAB",0.137312285531703,0.0524378881100433,0.0460267097749241
"6245","IL10",0.137277753231867,0.0524980081364934,0.0460721007673154
"6246","RXRB",-0.13720825865579,0.0526191696883282,0.0461710385155217
"6247","AQP5",0.137178164490038,0.0526717096457438,0.0462082723803462
"6248","UTF1",0.137172187306601,0.0526821500882445,0.0462082723803462
"6249","QTRTD1",0.137169469839002,0.0526868972988191,0.0462082723803462
"6250","PDPR",0.137153951742995,0.052714013022253,0.0462246567002238
"6251","PLEKHG6",0.13705462545838,0.0528878455517828,0.0463696704363593
"6252","LPL",-0.137009531631948,0.0529669213524903,0.0464315726580169
"6253","GPR37L1",0.136979402869991,0.0530198091392099,0.0464705019583214
"6254","TP53TG5",0.136930317553659,0.0531060666528257,0.0465333200926656
"6255","ZSCAN16",-0.136928955606898,0.0531084616525583,0.0465333200926656
"6256","STAG2",-0.1368452211506,0.0532558813670441,0.0466550295372134
"6257","LOC102724250",-0.136829625498192,0.0532833758284369,0.0466716558678943
"6258","RNF125",-0.136811986426083,0.0533144868941226,0.0466897262699303
"6259","PEPD",0.136808269616085,0.0533210443653588,0.0466897262699303
"6260","CYB5R4",0.136785602564567,0.0533610496913285,0.0467172922801354
"6261","BTBD1",-0.136775131078134,0.0533795393103101,0.0467220897019113
"6262","LMTK2",0.13677284341162,0.0533835793732097,0.0467220897019113
"6263","MBOAT2",-0.136728109366654,0.0534626313733111,0.0467838061044464
"6264","TBCCD1",0.136716921372764,0.0534824174163631,0.0467864876376436
"6265","PAPOLB",0.136716722471053,0.0534827692301473,0.0467864876376436
"6266","LINC00483",-0.136673667251198,0.0535589695749983,0.0468456699974326
"6267","SLC19A3",-0.136654756364855,0.0535924669502459,0.0468674890247769
"6268","ERCC5",-0.136615270718318,0.0536624647961873,0.0469212162562123
"6269","KIAA0907",-0.136594420523909,0.053699457277423,0.0469423900046614
"6270","NELL2",-0.136591967393712,0.0537038110142413,0.0469423900046614
"6271","AZI2",-0.136567291882471,0.0537476205487226,0.0469731920908608
"6272","PSMC1",0.136557421156722,0.0537651535566019,0.0469810234215354
"6273","CCL23",0.136539424154288,0.0537971331371589,0.0469943744389623
"6274","FOXA2",0.136539171695124,0.0537975818535405,0.0469943744389623
"6275","LTN1",-0.136519893794519,0.0538318551844668,0.0470110857276893
"6276","GLRX5",-0.136518762037155,0.0538338678466856,0.0470110857276893
"6277","APH1B",-0.136509270368459,0.0538507498161529,0.0470144852298747
"6278","ELK2AP",0.136506927557348,0.0538549174347084,0.0470144852298747
"6279","NRG1",0.136471703276796,0.0539176099205326,0.0470617184799914
"6280","DNAAF1",-0.13645004344609,0.053956190211467,0.0470805717670191
"6281","ALDH1A1",-0.13644993100019,0.0539563905585666,0.0470805717670191
"6282","RARRES2",-0.136419446921651,0.0540107273241573,0.0471204821746324
"6283","FLJ22184",-0.136368456812866,0.0541017163986107,0.0471923512968476
"6284","FPR1",0.13632913567781,0.0541719692719807,0.0472461124563264
"6285","PLIN3",-0.136312019926835,0.0542025725586375,0.0472623885423212
"6286","PICK1",0.136309053261826,0.0542078784637343,0.0472623885423212
"6287","LOC100506282",-0.136287438445327,0.0542465496951458,0.0472885821053811
"6288","PLA2G16",-0.136259016878679,0.0542974336130435,0.0473254118626777
"6289","SNRNP35",-0.13623137295835,0.0543469631021078,0.0473610495808464
"6290","FOS",-0.136172881509649,0.0544518849811348,0.0474449403873418
"6291","SNX29P2",-0.13613889964261,0.0545129183909801,0.0474741937786349
"6292","LINC00599",0.136133835495649,0.0545220187281585,0.0474741937786349
"6293","MIR124-1",0.136133835495649,0.0545220187281585,0.0474741937786349
"6294","TJP3",-0.136130740104474,0.0545275818035928,0.0474741937786349
"6295","TRAPPC6A",-0.136130079083887,0.0545287698587278,0.0474741937786349
"6296","MSL2",-0.136082559455784,0.054614233106748,0.047541048157921
"6297","LRPAP1",-0.136074506620871,0.0546287269473988,0.0475437876404759
"6298","SLC22A18AS",0.136071171796858,0.054634730037756,0.0475437876404759
"6299","PRPS1L1",0.136018541190819,0.054729543704008,0.0476129858782773
"6300","SSTR2",-0.136017387272423,0.0547316240006717,0.0476129858782773
"6301","RARA",-0.135988022910241,0.0547845843641189,0.0476514942523707
"6302","CREM",0.135980495392325,0.0547981674980164,0.0476557456246521
"6303","APOOL",-0.135802926459249,0.0551193913583704,0.0479274958739803
"6304","POM121L2",0.135794343526463,0.055134957249564,0.0479334258921068
"6305","CSPG4P1Y",0.135738570275149,0.0552361952608787,0.0480138241495536
"6306","HIST2H2AA3",0.135724195366999,0.055262313028944,0.0480212941408481
"6307","HIST2H2AA4",0.135724195366999,0.055262313028944,0.0480212941408481
"6308","GNB3",0.135686884133107,0.0553301513527038,0.0480726215056505
"6309","ASGR1",0.135619792709224,0.0554523080903753,0.0481711187102947
"6310","HNF4A",0.135596181277074,0.0554953515045365,0.0482008702728
"6311","MMP17",0.135565321524421,0.0555516500829944,0.0482421234469378
"6312","RFX7",-0.135559092096179,0.0555630203699492,0.0482443531369263
"6313","KIF21B",0.135517152232989,0.0556396212356557,0.0483032116658576
"6314","PAQR6",-0.135484247923944,0.0556997801090182,0.0483477797922035
"6315","TSPY10",0.135458412689104,0.0557470521946233,0.0483581767517421
"6316","TSPY3",0.135458412689104,0.0557470521946233,0.0483581767517421
"6317","TSPY4",0.135458412689104,0.0557470521946233,0.0483581767517421
"6318","TSPY8",0.135458412689104,0.0557470521946233,0.0483581767517421
"6319","INTS3",-0.135452244238937,0.055758343823048,0.0483603173838728
"6320","RPAIN",0.135443695606435,0.0557739956014552,0.048366238384776
"6321","CDH15",0.135411990958517,0.0558320756030334,0.0484005545020709
"6322","KHK",0.135409000299232,0.0558375567890832,0.0484005545020709
"6323","CLCA1",0.13540763383676,0.0558400613460978,0.0484005545020709
"6324","NUBP1",-0.135371030480709,0.0559071852604019,0.048449613839981
"6325","RRAGC",0.135367130043719,0.0559143418748197,0.048449613839981
"6326","NCLN",0.13535483946894,0.0559368978534272,0.0484540860380727
"6327","ELOVL6",0.135354682938952,0.0559371851696561,0.0484540860380727
"6328","IL18R1",0.135347581606228,0.055950221192268,0.0484577192652366
"6329","SLC6A12",0.135319504809659,0.0560017867181107,0.048494715946094
"6330","RUNX1T1",0.135286827004832,0.056061851733632,0.0485390599032416
"6331","RP3-508D13.1",0.13526921062562,0.0560942543951408,0.0485594432191307
"6332","CDKN2AIP",-0.135225691072314,0.0561743682045949,0.0486211159641632
"6333","MARCKSL1",0.135184114758493,0.0562509928288557,0.0486797496829863
"6334","PAX3",0.13516584980478,0.0562846821333711,0.0486952700116139
"6335","RAC3",0.135164757641982,0.0562866971303637,0.0486952700116139
"6336","DSG1",0.135110855195434,0.0563862189026855,0.0487736701315518
"6337","AQP4",0.135105510382766,0.0563960950947172,0.0487745149680402
"6338","SUPT3H",0.1350785747985,0.0564458886012654,0.0488098768296843
"6339","RPS10L",0.135071725722076,0.0564585556773077,0.0488112896787673
"6340","UTY",0.135068060727818,0.0564653348905758,0.0488112896787673
"6341","ADRBK1",0.135047746954966,0.0565029218458057,0.0488360787581345
"6342","FAM106A",-0.135029837949228,0.056536076312577,0.0488505066990332
"6343","SORBS2",-0.135029100666116,0.0565374415686776,0.0488505066990332
"6344","ACE2",0.135020601647441,0.0565531814969064,0.0488564041848116
"6345","F13B",0.134847931403971,0.0568737441930481,0.0491255952943986
"6346","ERVK3-2",0.13478298085108,0.0569947117404148,0.0492223252693502
"6347","MAP3K14",0.134763912611306,0.0570302657054699,0.0492452706802354
"6348","SBNO1",0.134737744302812,0.0570790879369815,0.0492796641205684
"6349","DNAJB2",-0.134732123092727,0.0570895799218786,0.0492809592293307
"6350","CRYGB",0.134699862042007,0.0571498258670904,0.0493226186943669
"6351","TOM1",0.134696643409179,0.0571558393783871,0.0493226186943669
"6352","TMUB2",-0.134668483403018,0.0572084741619426,0.0493602678223801
"6353","VGF",0.13462179352075,0.0572958316748047,0.0494199515282805
"6354","KL",-0.134618708725635,0.0573016072410035,0.0494199515282805
"6355","CYAT1",0.134610157776583,0.0573176194233736,0.0494199515282805
"6356","IGLV1-44",0.134610157776583,0.0573176194233736,0.0494199515282805
"6357","DBR1",0.134602267490554,0.0573323977406955,0.0494199515282805
"6358","DDX3Y",0.134598668948447,0.0573391387655789,0.0494199515282805
"6359","FOXE1",0.134597799101352,0.0573407683180763,0.0494199515282805
"6360","TENM4",-0.134555459480641,0.0574201325386807,0.0494805715158704
"6361","ITGAE",0.134532493688717,0.0574632189675626,0.0495099157467813
"6362","BEST1",0.134501284449288,0.0575218136894821,0.0495526104916141
"6363","GEM",-0.134477208980075,0.0575670484933212,0.0495837846209218
"6364","ZNF783",0.134450411881042,0.0576174313241947,0.0496193823671221
"6365","ACADM",-0.134396921461171,0.0577181103845735,0.0496982765813517
"6366","PTPRU",0.134383275961601,0.0577438169511117,0.0497126009574408
"6367","TM2D3",-0.134340818613853,0.0578238620237792,0.0497736943994678
"6368","DHX8",-0.134308794084187,0.0578842984299886,0.049817892532614
"6369","PDE4D",-0.134302974838537,0.0578952860362056,0.049819525554495
"6370","NSMAF",0.134270636573025,0.0579563767861466,0.0498642655973616
"6371","ZEB2",-0.134236132689309,0.0580216171087635,0.049912561226964
"6372","POU3F2",0.134220284580305,0.0580516031278755,0.0499305192677218
"6373","UBE4A",-0.134212064937413,0.058067160436381,0.0499360634027676
"6374","NR2E1",0.134126155398935,0.0582299666503952,0.0500682156931719
"6375","GALNT2",-0.134108636524282,0.0582632125161942,0.0500889433602294
"6376","APMAP",-0.134080159591359,0.0583172869847568,0.0501275680881953
"6377","NPAP1",0.134073841291415,0.0583292903130464,0.0501300234435534
"6378","RARRES3",-0.134051042793549,0.0583726191503148,0.0501593959338088
"6379","GABPA",0.134042965157828,0.0583879771489516,0.0501647277349542
"6380","SPAG11A",0.134032127735837,0.0584085875450207,0.050174569817344
"6381","ALDOC",0.133993112019298,0.0584828364089142,0.0502304785008417
"6382","SLC4A3",0.133980299299178,0.0585072365780494,0.0502435616945855
"6383","ADPRM",-0.133958660209156,0.0585484644322813,0.0502634168850262
"6384","IFNGR2",-0.133958536749542,0.0585486997220922,0.0502634168850262
"6385","ADRB2",-0.133938275862342,0.0585873235330383,0.0502809138479319
"6386","HCG26",0.133938220266471,0.0585874295455805,0.0502809138479319
"6387","SLC27A6",0.133914283147236,0.0586330885036742,0.0503122207680349
"6388","EHD3",-0.133899672345477,0.0586609723124887,0.0503282676708196
"6389","XPO6",0.133887467259976,0.0586842733165727,0.0503403783416445
"6390","CRYAA",0.133873280816774,0.0587113665360656,0.050355737740441
"6391","KRT3",0.133855278721252,0.0587457616762324,0.0503773540855619
"6392","TMEM43",-0.133829366315453,0.0587952994800056,0.0504043323837832
"6393","PCID2",0.133829201220848,0.0587956152081411,0.0504043323837832
"6394","ZMYM3",-0.133793938109985,0.0588630845845005,0.0504542804488466
"6395","TOPBP1",0.133760681929158,0.0589267723651593,0.0505009720186949
"6396","PLLP",-0.133747294656693,0.0589524258567218,0.050515058228881
"6397","ABCC2",0.133705031032385,0.0590334741697556,0.050576599238927
"6398","ARHGDIB",-0.133674499601802,0.0590920807780263,0.0506188972113246
"6399","SGCE",-0.133631984596148,0.0591737700864744,0.0506809517570214
"6400","PPP2CA",-0.133584956829205,0.0592642383717036,0.0507505047243635
"6401","SPATA2L",0.133567062321101,0.0592986922365425,0.0507720759071116
"6402","SNW1",-0.133558441942085,0.0593152956795053,0.0507783590458581
"6403","CETP",0.133485655155748,0.0594556403486853,0.0508905554842721
"6404","RNASEL",-0.13342294240727,0.0595767792747245,0.050986280455818
"6405","RP11-219B4.3",0.13338752504617,0.0596452826477741,0.0510369366456723
"6406","ABHD17A",-0.133336313901104,0.0597444483311569,0.0511138098761412
"6407","MGST2",-0.133327214870157,0.0597620819252781,0.0511151160602426
"6408","POLL",-0.133325901162607,0.059764628196174,0.0511151160602426
"6409","KXD1",0.133317783652841,0.0597803637946593,0.0511205966829374
"6410","CBR3",0.133305532455395,0.0598041188889395,0.0511329323195832
"6411","CCDC81",0.13329918072214,0.0598164379618121,0.0511354877562951
"6412","PSMB8",0.133282557550644,0.0598486881669438,0.0511550783354486
"6413","TRAP1",0.133243772734203,0.0599239891452895,0.0512114542925752
"6414","SETD6",0.133234535657092,0.0599419344549273,0.0512188037628495
"6415","SCN8A",0.133220582416543,0.0599690504451731,0.0512339858252253
"6416","ERMAP",-0.13318486870748,0.060038500453294,0.0512807875006501
"6417","SH3BGR",-0.133167257649623,0.0600727717705254,0.0512807875006501
"6418","GPAA1",0.133163033187099,0.0600809950096841,0.0512807875006501
"6419","MLEC",-0.13314943480458,0.0601074715747076,0.0512807875006501
"6420","RFXANK",0.133143169714009,0.0601196731650939,0.0512807875006501
"6421","TBC1D2B",-0.133140755700902,0.0601243751239667,0.0512807875006501
"6422","KIAA1033",-0.133122166756142,0.0601605923522257,0.0512807875006501
"6423","KIR3DL3",0.13311092130688,0.0601825107863402,0.0512807875006501
"6424","DOCK5",0.133107292002288,0.0601895860397548,0.0512807875006501
"6425","ASB9",0.133103159600327,0.0601976429021252,0.0512807875006501
"6426","PLEKHS1",0.133080439462386,0.0602419557182171,0.0512807875006501
"6427","SLC34A2",0.13307192156939,0.0602585757118021,0.0512807875006501
"6428","SLC18A3",0.133065912557902,0.0602703026743933,0.0512807875006501
"6429","PCDHA1",-0.133062755339552,0.0602764649344007,0.0512807875006501
"6430","PCDHA11",-0.133062755339552,0.0602764649344007,0.0512807875006501
"6431","PCDHA12",-0.133062755339552,0.0602764649344007,0.0512807875006501
"6432","PCDHA13",-0.133062755339552,0.0602764649344007,0.0512807875006501
"6433","PCDHA2",-0.133062755339552,0.0602764649344007,0.0512807875006501
"6434","PCDHA3",-0.133062755339552,0.0602764649344007,0.0512807875006501
"6435","PCDHA4",-0.133062755339552,0.0602764649344007,0.0512807875006501
"6436","PCDHA5",-0.133062755339552,0.0602764649344007,0.0512807875006501
"6437","PCDHA6",-0.133062755339552,0.0602764649344007,0.0512807875006501
"6438","PCDHA7",-0.133062755339552,0.0602764649344007,0.0512807875006501
"6439","PCDHA8",-0.133062755339552,0.0602764649344007,0.0512807875006501
"6440","PCDHA9",-0.133062755339552,0.0602764649344007,0.0512807875006501
"6441","PCDHAC1",-0.133062755339552,0.0602764649344007,0.0512807875006501
"6442","PCDHAC2",-0.133062755339552,0.0602764649344007,0.0512807875006501
"6443","LOC103344931",-0.133037365229928,0.060326040160921,0.0513026581262481
"6444","OTOF",0.133035340914238,0.0603299941597567,0.0513026581262481
"6445","OSM",0.133035207653723,0.0603302544585968,0.0513026581262481
"6446","LRRC3",0.133026191566161,0.0603478677957787,0.0513096747089739
"6447","KCNK10",0.132982033085229,0.0604341943496333,0.0513751022132156
"6448","EMC3",-0.132969592400314,0.0604585332510725,0.0513764229020687
"6449","SCN10A",0.132964913796495,0.0604676885318253,0.0513764229020687
"6450","GDE1",-0.132963254794862,0.0604709352063411,0.0513764229020687
"6451","TCEB1P3",0.132962074624515,0.060473244892692,0.0513764229020687
"6452","DNAJC6",0.132932019273637,0.0605320899799606,0.051418445470312
"6453","FGFR3",-0.132923477398613,0.0605488226065628,0.0514240788272168
"6454","C7orf26",0.132919054698766,0.0605574876970648,0.0514240788272168
"6455","SPTB",0.132898650106092,0.0605974781818656,0.0514453242209189
"6456","E2F2",0.13289671080143,0.0606012801069123,0.0514453242209189
"6457","TIMP4",-0.132887922737551,0.0606185111883647,0.0514519823032624
"6458","CCDC88A",0.132876390570346,0.0606411288320068,0.0514632096399174
"6459","SLC9A7",0.132861299783694,0.0606707363299496,0.051480364534861
"6460","PAX7",0.1328472406712,0.0606983303945738,0.0514958059436763
"6461","TTI1",0.132839225368922,0.0607140667748143,0.05150118419866
"6462","CPSF1",0.132754723267173,0.0608801727904147,0.0516101331388728
"6463","MIR1234",0.132754723267173,0.0608801727904147,0.0516101331388728
"6464","MIR6849",0.132754723267173,0.0608801727904147,0.0516101331388728
"6465","MIR939",0.132754723267173,0.0608801727904147,0.0516101331388728
"6466","GRK4",-0.132739087622601,0.0609109486434188,0.0516211631568023
"6467","ACSL1",0.132735529772561,0.0609179533899155,0.0516211631568023
"6468","LRRC47",-0.132733758633055,0.0609214406812104,0.0516211631568023
"6469","NKX2-8",0.132717019626901,0.0609544070915245,0.0516411128164049
"6470","CAPZA1",0.13270893044967,0.0609703434548635,0.0516466305327496
"6471","NEK7",-0.132674488785243,0.0610382346948052,0.0516961495704396
"6472","GPR161",0.132658503747931,0.0610697653767339,0.0517126172159758
"6473","TACO1",0.132654803864597,0.0610770653449605,0.0517126172159758
"6474","SASH3",0.132650283563302,0.0610859849906867,0.0517126172159758
"6475","DIAPH1",0.132594987778794,0.0611951833934354,0.0517970588369092
"6476","SLC1A4",-0.132578075971772,0.061228612858098,0.0518173516511743
"6477","C17orf70",-0.132545243099132,0.0612935561417484,0.0518643040087721
"6478","PCK1",-0.132512556071198,0.0613582670264431,0.0519047306544842
"6479","LOC100508408",-0.132497952096995,0.0613871967759092,0.0519047306544842
"6480","RPS13",-0.132497952096995,0.0613871967759092,0.0519047306544842
"6481","SNORD14B",-0.132497952096995,0.0613871967759092,0.0519047306544842
"6482","LOC100996517",0.132496087486648,0.0613908912813896,0.0519047306544842
"6483","RNF38",-0.132484219257183,0.0614144110503446,0.0519047306544842
"6484","AK096803",0.132482863783645,0.0614170977190712,0.0519047306544842
"6485","RP11-395B7.2",0.132482863783645,0.0614170977190712,0.0519047306544842
"6486","BCAS3",-0.132471955561998,0.061438722288792,0.0519150005830651
"6487","ADAM20",0.132464062686109,0.0614543730974444,0.0519202203653491
"6488","TNFSF8",0.132444535157949,0.0614931083385257,0.0519449386005754
"6489","MNX1",0.132426555305867,0.0615287912668676,0.0519670712411942
"6490","CLEC4M",0.132405666477515,0.061570268676156,0.0519940903120635
"6491","TP73",0.132358682903647,0.0616636442355168,0.0520649206065704
"6492","APOC2",0.132334831623067,0.0617110908642155,0.0520809108972308
"6493","APOC4",0.132334831623067,0.0617110908642155,0.0520809108972308
"6494","APOC4-APOC2",0.132334831623067,0.0617110908642155,0.0520809108972308
"6495","UQCRB",0.132321453027925,0.0617377175904993,0.0520953603761936
"6496","MCL1",-0.132312003056613,0.0617565310523014,0.05210023639935
"6497","SALL1",-0.132309000965984,0.0617625087432066,0.05210023639935
"6498","BRF1",-0.132286895369573,0.0618065394762002,0.0521121008902362
"6499","CD63",-0.132281284107223,0.0618177202849027,0.0521121008902362
"6500","LOC100996724",0.132268533481105,0.0618431329058716,0.0521121008902362
"6501","LOC100996761",0.132268533481105,0.0618431329058716,0.0521121008902362
"6502","LOC101929792",0.132268533481105,0.0618431329058716,0.0521121008902362
"6503","LOC101930416",0.132268533481105,0.0618431329058716,0.0521121008902362
"6504","PDE4DIP",0.132268533481105,0.0618431329058716,0.0521121008902362
"6505","DGCR2",-0.132243112769331,0.0618938231687152,0.0521467973776098
"6506","TCRA",0.132218004714563,0.0619439233847273,0.0521729669410593
"6507","TRAV8-6",0.132218004714563,0.0619439233847273,0.0521729669410593
"6508","MT3",0.132201966672407,0.061975942825082,0.0521863726235443
"6509","PPP2R5B",0.132200493953347,0.0619788837413211,0.0521863726235443
"6510","MUSK",0.132171954844881,0.0620358969068964,0.0522263541352974
"6511","PNOC",0.132163981131567,0.0620518338341973,0.0522317476960834
"6512","CETN1",0.132149799360928,0.0620801869880758,0.0522475892774425
"6513","ARSF",0.132143548524091,0.0620926874522474,0.0522500861882163
"6514","COL17A1",-0.132093548859251,0.0621927513251544,0.0523262543455656
"6515","THNSL1",0.132084123803406,0.0622116283890856,0.0523341025833696
"6516","KRT10",-0.132036662468275,0.0623067581036615,0.0524060843577634
"6517","NDUFAF5",0.13196469942934,0.062451225318751,0.0525195353429252
"6518","HLA-DQA1",0.131885821202817,0.0626098898472274,0.0526287404440652
"6519","HLA-DQA2",0.131885821202817,0.0626098898472274,0.0526287404440652
"6520","LOC100509457",0.131885821202817,0.0626098898472274,0.0526287404440652
"6521","KLF10",-0.131844164872419,0.0626938151330258,0.0526912050474648
"6522","HIST1H2BO",0.131813261636591,0.0627561355665641,0.0527354954170038
"6523","BNIP3L",-0.13179012619402,0.0628028244067507,0.0527666386153428
"6524","CYTL1",-0.131770807131177,0.0628418333206636,0.052791097851195
"6525","LOC101929842",0.131751866372274,0.0628800976153508,0.052791097851195
"6526","PGA3",0.131751866372274,0.0628800976153508,0.052791097851195
"6527","PGA4",0.131751866372274,0.0628800976153508,0.052791097851195
"6528","PGA5",0.131751866372274,0.0628800976153508,0.052791097851195
"6529","TGFB2",-0.131705737638839,0.0629733670772055,0.0528613047675297
"6530","PORCN",-0.131678216910386,0.0630290661959327,0.0528999575932686
"6531","APC",-0.131647599856975,0.0630910793210219,0.0529438970825872
"6532","IL7",0.131640136218099,0.0631062040688742,0.0529484820038217
"6533","ZNF467",-0.131633573762391,0.0631195050580957,0.0529515355534838
"6534","GPR97",0.131598987477855,0.0631896435204839,0.0530022623520399
"6535","CRYGEP",0.131590270218479,0.0632073315439645,0.0530089859347953
"6536","SMYD2",0.13156221067589,0.0632642941281968,0.0530486401288583
"6537","ACTR10",-0.131533086896761,0.063323461585256,0.0530901307470356
"6538","IFNAR1",-0.131476293093398,0.0634389732760095,0.0531788402224835
"6539","SERPINA5",-0.131464760845841,0.0634624495032339,0.0531852438168895
"6540","TNFSF18",0.131463006758593,0.0634660209258452,0.0531852438168895
"6541","PPP3CA",-0.131456711719681,0.0634788393410274,0.0531878530946356
"6542","RP11-714L20.1",0.131434631097301,0.0635238182478918,0.0532174041913573
"6543","ASB6",0.131429393877752,0.0635344904486171,0.0532182100289318
"6544","NUDCD3",-0.131363982930794,0.0636679058797976,0.0533218129635071
"6545","CA10",0.131323178948278,0.0637512476855665,0.053383454031359
"6546","PRM2",0.131298707601769,0.0638012729896391,0.0534145066813253
"6547","KCTD14",0.131293987893386,0.0638109248970279,0.0534145066813253
"6548","ABHD3",-0.131285134938369,0.0638290326044501,0.0534145066813253
"6549","LIMS1",0.131276446507635,0.0638468078807757,0.0534145066813253
"6550","LIMS3",0.131276446507635,0.0638468078807757,0.0534145066813253
"6551","LIMS3L",0.131276446507635,0.0638468078807757,0.0534145066813253
"6552","CCNJL",0.131262670676133,0.0638749995406512,0.0534247649345903
"6553","LOC101928676",-0.131256166489679,0.0638883136210734,0.0534247649345903
"6554","MAEA",-0.131256166489679,0.0638883136210734,0.0534247649345903
"6555","QSOX1",-0.13118835476644,0.0640272595110226,0.0535250938441096
"6556","TMEM2",-0.131188078972535,0.0640278251153239,0.0535250938441096
"6557","SLC25A38",-0.131157028485826,0.0640915302665064,0.0535617669102094
"6558","LOC100996792",0.131152408595478,0.064101013153125,0.0535617669102094
"6559","MAP2K3",0.131152408595478,0.064101013153125,0.0535617669102094
"6560","BIN3-IT1",-0.131136996661438,0.0641326563160364,0.0535800384898462
"6561","TPSD1",0.131126220487254,0.0641547891067216,0.053590360209358
"6562","KCNQ2",0.131113596577973,0.0641807248328431,0.0536015040619996
"6563","PDCL",0.131110206951982,0.064187690252975,0.0536015040619996
"6564","FSHB",0.131072915869606,0.0642643613472968,0.0536573544027594
"6565","PSMD13",0.131045905866956,0.0643199410911611,0.0536955802454525
"6566","DNAJC10",0.131023733372706,0.0643655958201635,0.053725510104479
"6567","AUTS2",-0.130974534936163,0.0644669934381318,0.0538019519604651
"6568","MAPKAPK5",0.130960901384523,0.0644951151710275,0.0538172262980248
"6569","USP27X",0.130937661174066,0.0645430755259139,0.0538467980222626
"6570","TMEM47",-0.13093420802093,0.0645502042142786,0.0538467980222626
"6571","ARF6",0.130905762894459,0.0646089508017931,0.0538876014613165
"6572","BBOX1",0.130889517970119,0.0646425203871401,0.0539073966023909
"6573","PPP2CB",-0.130879172011417,0.0646639073858731,0.0539170278302463
"6574","SMAP1",0.130850768378481,0.0647226526357662,0.0539575156965694
"6575","BAZ1B",0.1308461755348,0.0647321557866088,0.0539575156965694
"6576","TPRKB",0.130840458129767,0.0647439873838031,0.0539591712113347
"6577","LOC101927181",0.130821625512261,0.0647829720921884,0.053983452827317
"6578","SHOX2",0.130811527699307,0.0648038830981525,0.0539854846576136
"6579","P2RY1",0.130810934839075,0.0648051109911475,0.0539854846576136
"6580","FOXF2",-0.13080119655875,0.0648252829945847,0.0539940817817305
"6581","CNN3P1",0.130793731949307,0.0648407487577159,0.0539945947052236
"6582","TRMT12",0.130791389460425,0.0648456027310315,0.0539945947052236
"6583","GNGT1",0.130766219177423,0.0648977779004889,0.054029830361741
"6584","ATP5J",0.130749667384877,0.0649321065890141,0.054050199707819
"6585","FAIM2",0.130735399014503,0.0649617113230118,0.0540616325757391
"6586","MRPL18",0.130729265749924,0.0649744403164124,0.0540616325757391
"6587","YEATS4",0.130728787092703,0.0649754338085421,0.0540616325757391
"6588","CHI3L2",0.130675651046506,0.0650857991587368,0.0541452400507504
"6589","RNASE6",0.130641253503509,0.0651573255910045,0.0541965167386675
"6590","RPL21",-0.130592596350641,0.0652586131179011,0.0542429776783083
"6591","RPL21P28",-0.130592596350641,0.0652586131179011,0.0542429776783083
"6592","SNORA27",-0.130592596350641,0.0652586131179011,0.0542429776783083
"6593","SNORD102",-0.130592596350641,0.0652586131179011,0.0542429776783083
"6594","DFFB",0.13059064910728,0.0652626692851196,0.0542429776783083
"6595","PARP16",-0.130579987626393,0.0652848811229978,0.0542532113535322
"6596","KRT8P12",0.130558067063962,0.0653305692123562,0.0542774180972868
"6597","SULT1E1",0.130556509237637,0.0653338171161455,0.0542774180972868
"6598","BRPF1",0.130535065087279,0.0653785393075217,0.0543063400064079
"6599","SMNDC1",0.130522381228917,0.0654050034993696,0.0543200895368667
"6600","ZC3HAV1",-0.130500492758071,0.0654506931867625,0.0543497996183549
"6601","KRT13",0.130487255191667,0.0654783377368414,0.0543645184118929
"6602","ACTG1",-0.130453319642275,0.0655492502624499,0.054415151287561
"6603","ARMCX3",-0.13042793196,0.0656023419368953,0.0544509772397078
"6604","MANSC1",-0.130408170598663,0.065643691922321,0.0544770480309681
"6605","SAT1",0.13039432780852,0.065672670162032,0.0544891569238522
"6606","PPIE",0.130391702419253,0.0656781672806255,0.0544891569238522
"6607","TELO2",-0.130366415964547,0.0657311320424426,0.0545248447095033
"6608","GLI2",0.130345509446848,0.0657749489460666,0.054552934572568
"6609","DCLK1",-0.130315012418401,0.0658389088483377,0.054597719762935
"6610","GCM1",-0.130285604052185,0.0659006336037043,0.0546406381600899
"6611","TNFAIP6",-0.130266486068578,0.0659407853529247,0.0546656593064195
"6612","SIGIRR",-0.130232027903148,0.0660132050820159,0.0547150767735468
"6613","RNF7",-0.130228624080991,0.0660203623161846,0.0547150767735468
"6614","KCNG1",0.130210508862534,0.0660584639279882,0.0547383764997202
"6615","CNTFR",0.130205758371835,0.066068458569735,0.0547383822740601
"6616","CASP2",0.130162789530648,0.0661589175259707,0.0547903632565051
"6617","FAM182A",0.130152219779272,0.0661811846744694,0.0547903632565051
"6618","FAM182B",0.130152219779272,0.0661811846744694,0.0547903632565051
"6619","FAM27B",0.130152219779272,0.0661811846744694,0.0547903632565051
"6620","FAM27C",0.130152219779272,0.0661811846744694,0.0547903632565051
"6621","KCNE1",0.13014067945652,0.0662055034919961,0.0548022181428634
"6622","CADM1",-0.130122722351801,0.0662433588289877,0.0548252727359291
