"GeneName","PearsonCorrelation","p.Standard","q.Standard"
"1274","GPC4",-0.292605504838708,2.33132822762554e-05,0.00010029092257259
"1275","MRPS12",0.292529927084219,2.34338170465454e-05,0.000100730382351655
"1276","MAP4",-0.292456087266281,2.35521469439377e-05,0.000101159683092498
"1277","C1orf112",0.292398548445816,2.36447441477916e-05,0.000101477872597847
"1278","NKG7",0.292192862155984,2.39785672216444e-05,0.000102830040726691
"1279","AIMP2",0.29207834166971,2.41663498909198e-05,0.000103554302284925
"1280","MRPL48",0.29205972131663,2.41970128663844e-05,0.000103604690579914
"1281","STX18",-0.292003896213236,2.42891623853285e-05,0.000103918062485929
"1282","BAI2",-0.291987288318267,2.43166404852534e-05,0.000103954472975444
"1283","ABCA6",-0.291908262572361,2.44477918371979e-05,0.0001043075390963
"1284","AIM2",0.291907768297525,2.44486142299973e-05,0.0001043075390963
"1285","CTSW",0.291903134809451,2.44563248665205e-05,0.0001043075390963
"1286","NCOR2",-0.291850729027616,2.45436934997323e-05,0.000104598771187551
"1287","CLDN4",0.291629251532074,2.49161882527204e-05,0.000106103739131114
"1288","MRPL13",0.291592210162028,2.49790041349234e-05,0.000106288649541856
"1289","NCK2",0.291523514398259,2.50958955194037e-05,0.000106633757246703
"1290","LHX2",0.291521681457808,2.50990214608388e-05,0.000106633757246703
"1291","WDR52",-0.291424036382672,2.52660789133298e-05,0.000107260357027767
"1292","GLT8D2",-0.291404706657226,2.52992733800241e-05,0.000107318147305268
"1293","CYC1",0.291275956156391,2.55214236032152e-05,0.000108176768370054
"1294","LAMA2",-0.291105173752062,2.58189325703339e-05,0.000109353235987359
"1295","PGD",0.291072693526651,2.58758826443212e-05,0.000109509812820386
"1296","FBP1",-0.290998502047259,2.60064122931445e-05,0.000109977305258309
"1297","ESD",-0.29098433244402,2.60314121663729e-05,0.000109998150940946
"1298","ZNF160",-0.290965400354424,2.60648499632371e-05,0.000110054592264899
"1299","CSTB",0.290893476265269,2.61922511339356e-05,0.000110489674276652
"1300","ABCE1",0.290884488134796,2.62082132186408e-05,0.000110489674276652
"1301","SCAF8",-0.290842424793277,2.62830356242441e-05,0.000110719944495102
"1302","RRP1",0.290803002386412,2.63533428874838e-05,0.000110930855110893
"1303","PNMA1",-0.290736711793458,2.64719672147523e-05,0.000111344670094144
"1304","PPL",-0.290718418797535,2.65047901976524e-05,0.000111397235104577
"1305","LSM2",0.290705885434347,2.65273008337366e-05,0.000111406410907132
"1306","SNRNP70",-0.290675331628348,2.65822526717508e-05,0.000111551711292838
"1307","PARVA",-0.290634952189447,2.66550406175287e-05,0.000111720178216188
"1308","RBM39",-0.290630450529966,2.66631669224617e-05,0.000111720178216188
"1309","PDCD5",0.290521600277597,2.68603728090802e-05,0.000112460503062698
"1310","MIR6787",0.290496850727563,2.69054032215937e-05,0.000112477186818057
"1311","SLC16A3",0.290496850727563,2.69054032215937e-05,0.000112477186818057
"1312","SCAMP1",-0.290446579081284,2.69970885574525e-05,0.000112774452760379
"1313","FABP7",0.290381549617736,2.7116125588836e-05,0.000113130485641508
"1314","GATAD2A",0.290377473534215,2.71236033310676e-05,0.000113130485641508
"1315","STAT5B",-0.290328103793959,2.72143284461591e-05,0.000113422574643265
"1316","RPN2",0.290273647533192,2.73147322367854e-05,0.000113749466815322
"1317","CHRNA5",0.290263071591219,2.73342720394737e-05,0.000113749466815322
"1318","ZBTB40",-0.290208167352593,2.74359231834389e-05,0.000114085854664041
"1319","RUVBL1",0.290164714884231,2.75166243931615e-05,0.000114334683104145
"1320","PTGER3",-0.290139521248305,2.75635170526084e-05,0.000114393263072228
"1321","ANKRD10",-0.290134717090431,2.75724675194908e-05,0.000114393263072228
"1322","ZNF223",-0.290083300833609,2.76684309395996e-05,0.0001147045666146
"1323","TOMM40",0.290059404110101,2.77131387861467e-05,0.000114803070764018
"1324","FAM49A",0.289793168353712,2.82158545460964e-05,0.00011679731390255
"1325","AGK",0.289778333880246,2.82441164792783e-05,0.000116826064746324
"1326","GALC",-0.289749234880545,2.82996319273157e-05,0.000116967415853121
"1327","MRC2",-0.289732523837454,2.83315598858859e-05,0.00011701113609642
"1328","KIAA0355",-0.289684489657282,2.84235224379353e-05,0.000117302550461213
"1329","CADPS2",-0.289654575969682,2.84809347854416e-05,0.000117451046486629
"1330","CDCA4",0.289614717111354,2.8557604207083e-05,0.000117678672747561
"1331","FBXL5",-0.289593102371405,2.85992618477811e-05,0.000117761790661626
"1332","ROPN1B",0.289469907690647,2.88377865336859e-05,0.000118654805057865
"1333","C16orf62",-0.289456534640299,2.88637912670729e-05,0.000118672709469834
"1334","LANCL1",-0.289257841265417,2.92527724918829e-05,0.000120181836504248
"1335","ABCD1",0.289208878160958,2.93493822113493e-05,0.000120403331651224
"1336","TIMP3",-0.289208250089215,2.9350623416019e-05,0.000120403331651224
"1337","CARF",-0.289124841126969,2.95158970662065e-05,0.000120990762052658
"1338","PAK1IP1",0.289017559228809,2.97297625210573e-05,0.000121776351716503
"1339","HYOU1",0.288829586396238,3.01080047711164e-05,0.00012323357043263
"1340","KRT86",0.288770369880932,3.02280962018657e-05,0.000123540584031422
"1341","LOC100509764",0.288770369880932,3.02280962018657e-05,0.000123540584031422
"1342","UQCRFS1",0.28869160617943,3.03885280283011e-05,0.000124103714526243
"1343","HOOK2",-0.288657307261434,3.0458640762424e-05,0.000124297426899003
"1344","COL6A3",-0.288560703460193,3.06569341095179e-05,0.00012495008842899
"1345","KIAA0391",0.288546122444682,3.0686969059722e-05,0.00012495008842899
"1346","PSMA6",0.288546122444682,3.0686969059722e-05,0.00012495008842899
"1347","PLN",-0.288459792645315,3.08653649659269e-05,0.000125583173393917
"1348","NDRG1",0.288441197103153,3.09039191752812e-05,0.000125646761521306
"1349","KIAA1467",-0.288387187328683,3.10161549334594e-05,0.000126009602042604
"1350","WDR76",0.288271018110783,3.12588628717084e-05,0.000126810422729036
"1351","IL2RA",0.288270692310403,3.12595460599216e-05,0.000126810422729036
"1352","PCM1",-0.288253387488291,3.12958536615889e-05,0.000126863807937421
"1353","NCAPD3",0.288207366762326,3.13926038451815e-05,0.000127161948860846
"1354","CDK2AP2",0.28815657898452,3.14997024886525e-05,0.00012750153692271
"1355","CDH6",-0.288114955457056,3.15877322400577e-05,0.000127763495440745
"1356","MINOS1P1",-0.288090620297582,3.16393059163387e-05,0.000127877721758012
"1357","SARAF",-0.288010682680772,3.18092763361997e-05,0.000128469955467948
"1358","NEK1",-0.287992559974652,3.18479297003119e-05,0.000128531349754117
"1359","VAC14",0.287923966400701,3.1994631329468e-05,0.000129028392227456
"1360","ICMT",0.287823047497862,3.22116234772071e-05,0.000129807963899798
"1361","UBL3",-0.287780889821406,3.23026786907539e-05,0.000130079256107492
"1362","VGLL1",0.287725119663643,3.24235071863685e-05,0.000130469955574474
"1363","TNF",0.287686544540596,3.25073304758963e-05,0.000130641851783814
"1364","SCNN1A",-0.287675005551545,3.2532444144545e-05,0.000130641851783814
"1365","EMCN",-0.287672574629472,3.25377371750418e-05,0.000130641851783814
"1366","TTC39A",-0.287638141214227,3.26127987110246e-05,0.00013084737151531
"1367","PLEK",0.287567697834818,3.27668662529073e-05,0.000131369342456586
"1368","GPR126",0.287553673654252,3.27976203050952e-05,0.000131396521646615
"1369","PSMC2",0.287538512148925,3.28308989729769e-05,0.000131433768064757
"1370","NUAK1",-0.287503761635851,3.29072942963271e-05,0.000131643445425346
"1371","NETO2",0.287462972711302,3.29971777362705e-05,0.000131906735868633
"1372","PKMYT1",0.287401488613351,3.31331020440761e-05,0.0001323535574519
"1373","LINC00342",-0.287336363208746,3.32776505081065e-05,0.000132824069268619
"1374","MANF",0.28732660528665,3.32993596337219e-05,0.000132824069268619
"1375","EXOSC9",0.287228360782992,3.35186744178394e-05,0.000133601633795443
"1376","ATP6V1F",0.287173761596838,3.36411447244674e-05,0.000133812200417896
"1377","LOC101927180",0.287173761596838,3.36411447244674e-05,0.000133812200417896
"1378","ZKSCAN7",-0.287172157416547,3.36447493843478e-05,0.000133812200417896
"1379","KIAA0020",0.287139759050678,3.3717627658653e-05,0.000134004806678738
"1380","ARID1A",-0.287116972450707,3.37689737168238e-05,0.000134046807405425
"1381","PRRC2B",-0.287113363546214,3.37771125641043e-05,0.000134046807405425
"1382","EIF2B3",0.287084461400188,3.38423596306738e-05,0.000134115032338089
"1383","VCP",0.287084069277462,3.38432456685758e-05,0.000134115032338089
"1384","FBXW4",-0.286978630211125,3.40822883390097e-05,0.000134964729445766
"1385","NME5",-0.286885479194371,3.42947927330828e-05,0.000135708184739106
"1386","GRP",-0.286817236489669,3.44512641697465e-05,0.000136228998761368
"1387","FAM134C",-0.28666634025155,3.47996357537611e-05,0.000137507336339051
"1388","ATG2B",-0.286608359731571,3.49343732074602e-05,0.000137895736204148
"1389","TTF2",0.286588617740423,3.49803622754085e-05,0.000137895736204148
"1390","RPS23",-0.286522003474666,3.5135961012158e-05,0.000137895736204148
"1391","SNRPB",0.286499095949467,3.51896190108936e-05,0.000137895736204148
"1392","IPW",-0.286473280774978,3.52501801495209e-05,0.000137895736204148
"1393","LOC101930404",-0.286473280774978,3.52501801495209e-05,0.000137895736204148
"1394","PWARSN",-0.286473280774978,3.52501801495209e-05,0.000137895736204148
"1395","SNORD107",-0.286473280774978,3.52501801495209e-05,0.000137895736204148
"1396","SNORD115-13",-0.286473280774978,3.52501801495209e-05,0.000137895736204148
"1397","SNORD115-26",-0.286473280774978,3.52501801495209e-05,0.000137895736204148
"1398","SNORD115-7",-0.286473280774978,3.52501801495209e-05,0.000137895736204148
"1399","SNORD116-22",-0.286473280774978,3.52501801495209e-05,0.000137895736204148
"1400","SNORD116-28",-0.286473280774978,3.52501801495209e-05,0.000137895736204148
"1401","SNORD116-4",-0.286473280774978,3.52501801495209e-05,0.000137895736204148
"1402","C2orf68",-0.286375353057702,3.54808059313778e-05,0.000138698924894578
"1403","MIS18A",0.286162434050179,3.59871479338271e-05,0.000140578009730097
"1404","DDX12P",0.286035385971236,3.62925086625894e-05,0.000141569043298488
"1405","LOC642846",0.286035385971236,3.62925086625894e-05,0.000141569043298488
"1406","PHF11",-0.2859011084089,3.66178923007074e-05,0.000142736700892348
"1407","PPA1",0.285848006594756,3.67473246241677e-05,0.000143139422510442
"1408","FAM198B",-0.285827019175434,3.67985986168827e-05,0.000143237343330886
"1409","SEC61B",0.285720140446102,3.70607571255408e-05,0.000144079141522432
"1410","ITGAV",-0.285717425247192,3.70674399381334e-05,0.000144079141522432
"1411","CRISPLD2",-0.285622614387233,3.73015058218989e-05,0.000144886186838238
"1412","RBKS",-0.28559793814129,3.73626531733423e-05,0.000145020916032028
"1413","SSRP1",0.285566544853059,3.74405814376797e-05,0.000145220542545293
"1414","PPP1CA",0.285518582711846,3.75599340058053e-05,0.000145497357207352
"1415","VCAN",-0.285514060590095,3.75712056206259e-05,0.000145497357207352
"1416","MTERF3",0.285505884639574,3.75915926577337e-05,0.000145497357207352
"1417","SMC4",0.285495021985826,3.76186951747297e-05,0.000145499502962669
"1418","POLD2",0.28542710346732,3.77885699730258e-05,0.000145976865386329
"1419","VWA5A",-0.285423392447495,3.77978725547169e-05,0.000145976865386329
"1420","SRRM2",-0.285413762568613,3.78220222496872e-05,0.000145976865386329
"1421","SNED1",-0.285368827470993,3.79349017961058e-05,0.00014630949740698
"1422","GMEB1",0.285355312178412,3.79689148800531e-05,0.000146337698818352
"1423","SLC46A3",-0.285311899165091,3.80783636834295e-05,0.000146656396469879
"1424","ZNF688",-0.285242165556328,3.82547904045229e-05,0.000147232426551042
"1425","SH2D2A",0.285088824129939,3.86454515120869e-05,0.000148631600236795
"1426","HEG1",-0.285064463883664,3.87078570809873e-05,0.000148767215936164
"1427","ZNF112",-0.284988969968075,3.89018578976224e-05,0.00014940805160469
"1428","CHCHD3",0.284854718426487,3.92491105746543e-05,0.000150636162873939
"1429","TMEM115",-0.284834049755905,3.93028298379622e-05,0.000150736776806902
"1430","LBR",0.284683985989973,3.96949325591019e-05,0.000152134132786399
"1431","OARD1",-0.28452324893902,4.01189992708416e-05,0.000153576441351966
"1432","ACOT7",0.284520116980388,4.01273043283223e-05,0.000153576441351966
"1433","ZNF446",-0.284496927880532,4.01888454590782e-05,0.000153704637801137
"1434","ASMTL",-0.284445131127083,4.03266283462852e-05,0.000154124043261009
"1435","ALOX12",0.28423601549622,4.08874160106741e-05,0.000156158416414276
"1436","PFN1",0.284199901784598,4.09850013769818e-05,0.000156330138416206
"1437","LSR",0.284198265860678,4.09894270970414e-05,0.000156330138416206
"1438","RPP38",0.284148312120433,4.11247850158243e-05,0.000156703556099632
"1439","TYMP",0.284141041368965,4.11445212931562e-05,0.000156703556099632
"1440","ZNF214",-0.283991211631757,4.15532169584244e-05,0.000158062318368754
"1441","IQCG",0.283989115204395,4.15589624166917e-05,0.000158062318368754
"1442","BHLHE40",-0.283932606401742,4.17141116264718e-05,0.000158542379057019
"1443","ABCC8",-0.28383117896055,4.19939540586607e-05,0.000159495366153673
"1444","NOVA1",-0.283458541551881,4.30372906161079e-05,0.000163344818181514
"1445","KATNB1",0.283354941572593,4.33316538615876e-05,0.000164348237298322
"1446","CYP21A1P",-0.283305738349966,4.34721185416243e-05,0.000164653097982772
"1447","CYP21A2",-0.283305738349966,4.34721185416243e-05,0.000164653097982772
"1448","GRSF1",0.283246656297584,4.36413502392447e-05,0.000165179919206159
"1449","MON2",-0.283135610520348,4.39610998828414e-05,0.000166234827184403
"1450","TTC31",-0.283128819579715,4.39807252050115e-05,0.000166234827184403
"1451","FZD5",0.283111321583369,4.40313310577624e-05,0.000166311405617637
"1452","CEBPE",0.283028033768806,4.42729577902344e-05,0.000167108889514807
"1453","YKT6",0.282905369304134,4.46310887888737e-05,0.000168344720016454
"1454","ARHGAP11A",0.28280782740447,4.49178119033504e-05,0.000169309691313352
"1455","GPR116",-0.282775805812514,4.501231545932e-05,0.000169549296764974
"1456","KLRC3",0.28274774008292,4.50952978014002e-05,0.000169745205577301
"1457","POLR3G",0.282542198380168,4.5707418779815e-05,0.000171931232596065
"1458","KCTD5",0.282503312660994,4.58240979201298e-05,0.000172233871317844
"1459","CDC42BPB",-0.282494451114557,4.58507266690412e-05,0.000172233871317844
"1460","LOXL1",-0.282430425371628,4.60435547612133e-05,0.000172744947426215
"1461","FADS1",0.282417909034163,4.60813394238805e-05,0.000172744947426215
"1462","MIR1908",0.282417909034163,4.60813394238805e-05,0.000172744947426215
"1463","RALGPS1",-0.282397656024355,4.6142541440208e-05,0.000172856142543837
"1464","SLC5A6",0.282363856761379,4.62448484989454e-05,0.00017312106557079
"1465","GAR1",0.282306740138113,4.6418219124788e-05,0.00017365147714016
"1466","ERBB3",-0.282290748622549,4.64668686782724e-05,0.000173714899360222
"1467","ABR",-0.2820630249349,4.71648674430231e-05,0.000176204151544636
"1468","PA2G4",0.282018362889209,4.73029111363311e-05,0.000176599490296726
"1469","PSD4",-0.281923354137628,4.7597831613333e-05,0.000177579571924651
"1470","FOXD1",0.281834651399586,4.78747346540746e-05,0.000178481987759792
"1471","GLRX2",0.281825035112414,4.79048444721863e-05,0.000178481987759792
"1472","FDPS",0.28178965192562,4.80157868407803e-05,0.000178773800323499
"1473","TMEM255A",-0.281700511465668,4.82963528150429e-05,0.00017969633555742
"1474","SCO2",0.281645992866369,4.84687055314381e-05,0.000180215262918827
"1475","LUC7L",-0.281617296896671,4.85596554695299e-05,0.000180393445251026
"1476","TMEM132A",0.281610110489754,4.85824573704252e-05,0.000180393445251026
"1477","NUP62",0.281566910005794,4.87197410288257e-05,0.000180780718474855
"1478","ISCU",-0.281539394801254,4.88073693145214e-05,0.000180983339814382
"1479","ACTL6A",0.281502174898195,4.89261397943572e-05,0.000181301087915367
"1480","SLIT2",-0.281381089444101,4.93144087911812e-05,0.000182616387680925
"1481","C5orf15",-0.281193644574955,4.9921171971516e-05,0.000184738471589187
"1482","CUL3",-0.281144077379962,5.00827895023194e-05,0.00018521149561129
"1483","B4GALT5",0.281091597016921,5.02544407462976e-05,0.000185720962425267
"1484","CTDSPL",-0.281048377746027,5.03962154870697e-05,0.000186119405035508
"1485","RPS14",-0.280951797228311,5.07143920363642e-05,0.000187062615317251
"1486","ACVR1B",-0.2809501377378,5.07198755288956e-05,0.000187062615317251
"1487","MCM3",0.280931012127075,5.07831128940391e-05,0.000187169888827494
"1488","AMIGO2",-0.280904732953195,5.08701236507312e-05,0.000187261652246047
"1489","THEMIS2",0.280886440617497,5.09307724238515e-05,0.000187261652246047
"1490","HECTD4",-0.280874538991226,5.09702690423782e-05,0.000187261652246047
"1491","KCTD7",-0.280871954145057,5.09788508854521e-05,0.000187261652246047
"1492","RABGEF1",-0.280871954145057,5.09788508854521e-05,0.000187261652246047
"1493","OLFML2A",-0.280792988038443,5.1241677436347e-05,0.000188101025300347
"1494","ZNF500",-0.280702883834856,5.15431284691683e-05,0.000189080964859629
"1495","VPS13C",-0.280633780250649,5.17754468526216e-05,0.000189710357771774
"1496","NPRL2",-0.280631262522912,5.1783929689295e-05,0.000189710357771774
"1497","CTSL",0.280474216994839,5.23156394009861e-05,0.000191530247355507
"1498","PNO1",0.280441002463862,5.24287482929309e-05,0.000191816211086545
"1499","ELTD1",-0.280331582721162,5.28029918291513e-05,0.000193056545092139
"1500","MAN1A1",-0.280320317102332,5.28416651133373e-05,0.000193069142442027
"1501","ZBED4",0.280272282628432,5.30068591162394e-05,0.000193543687492986
"1502","KDELR2",0.280239324326535,5.31204852226394e-05,0.000193829436408703
"1503","RHEB",0.280104970263982,5.35860491683339e-05,0.0001953981240593
"1504","MUC4",0.280012854256827,5.39074587483855e-05,0.000196439425453811
"1505","LAPTM4B",0.279979441875197,5.4024486955257e-05,0.000196693085313188
"1506","TRIM16",0.279970636910925,5.40553663506964e-05,0.000196693085313188
"1507","SLC22A18",-0.279962266863267,5.40847358248204e-05,0.000196693085313188
"1508","CGRRF1",-0.279942231994817,5.41550965394584e-05,0.000196818367426156
"1509","MARC2",-0.279897114338443,5.43138603624092e-05,0.000197264558076082
"1510","DYNC2LI1",-0.279873873829138,5.43958113082459e-05,0.000197431362914066
"1511","SLC35C1",0.279774206229652,5.47485774518725e-05,0.000198580228998255
"1512","EIF4E2",0.279722671647804,5.49318208932222e-05,0.000199113101140649
"1513","S100A9",0.279699957290617,5.50127697120032e-05,0.000199274723421379
"1514","CLEC11A",-0.279378172870182,5.61716237877785e-05,0.000203247561505287
"1515","SLC31A1",0.279374852227837,5.61837010242257e-05,0.000203247561505287
"1516","LTBP3",-0.279310467764235,5.64183504268104e-05,0.000203835976345806
"1517","NDP",-0.279308697631012,5.64248146470599e-05,0.000203835976345806
"1518","CCDC86",0.279299631517156,5.64579334172453e-05,0.000203835976345806
"1519","AGAP6",-0.279242552683882,5.66668630877451e-05,0.000204321099207255
"1520","AGAP7P",-0.279242552683882,5.66668630877451e-05,0.000204321099207255
"1521","LILRB3",0.279207862853068,5.67941947490871e-05,0.000204645577867416
"1522","FAM129A",-0.27915425931982,5.69914783724271e-05,0.000205221521275985
"1523","PPP1R26",-0.279137704039165,5.70525385704729e-05,0.000205306501338233
"1524","WDR62",0.279098471497243,5.719748348374e-05,0.00020569303527727
"1525","PHF3",-0.279047209828187,5.7387390524385e-05,0.000206240648625105
"1526","SIDT1",-0.279011330766268,5.75206618322775e-05,0.000206584138326307
"1527","ADA",0.278938576882994,5.77917946051229e-05,0.00020742198018244
"1528","PIGG",-0.278891508027144,5.7967844674741e-05,0.000207917685011001
"1529","HPCAL1",0.27847161152267,5.95607758387791e-05,0.000213491453043667
"1530","LOC100996696",0.278332001989844,6.00994305379547e-05,0.000215140809552738
"1531","PABPC4",0.278332001989844,6.00994305379547e-05,0.000215140809552738
"1532","DDN",0.278217695422857,6.05438559683173e-05,0.000216590270744023
"1533","PHACTR1",0.27817355307614,6.07163051787035e-05,0.000217065504820943
"1534","SEMA3F",-0.278110633472933,6.09629068800436e-05,0.000217805047392064
"1535","DDA1",0.277966456986687,6.15315251408911e-05,0.000219693360610896
"1536","COX7B",0.277847300804869,6.20052141603939e-05,0.00022065387940141
"1537","AGAP10",-0.277807825556905,6.21628948879265e-05,0.00022065387940141
"1538","AGAP11",-0.277807825556905,6.21628948879265e-05,0.00022065387940141
"1539","AGAP4",-0.277807825556905,6.21628948879265e-05,0.00022065387940141
"1540","AGAP5",-0.277807825556905,6.21628948879265e-05,0.00022065387940141
"1541","AGAP9",-0.277807825556905,6.21628948879265e-05,0.00022065387940141
"1542","BMS1P5",-0.277807825556905,6.21628948879265e-05,0.00022065387940141
"1543","CTGLF12P",-0.277807825556905,6.21628948879265e-05,0.00022065387940141
"1544","LOC101060581",-0.277807825556905,6.21628948879265e-05,0.00022065387940141
"1545","ENOPH1",0.277739185276645,6.24379683467624e-05,0.000221486832199664
"1546","ICOS",0.277697249140958,6.26065869330715e-05,0.000221941323262448
"1547","TMEM165",0.277681382950071,6.26704936015928e-05,0.000222024261324423
"1548","PADI2",0.27765308715081,6.27846166759614e-05,0.000222284880172775
"1549","ZNF862",-0.277600333610991,6.2997903384903e-05,0.000222896018313987
"1550","LY6D",0.277456148490561,6.35843250047621e-05,0.000224825723348093
"1551","POLD1",0.277374050402874,6.39205116458746e-05,0.000225868712884195
"1552","RARRES1",0.277357366305386,6.39890353590465e-05,0.000225965157432868
"1553","C5",-0.277179000208548,6.47259225519147e-05,0.000228420157035527
"1554","PNISR",-0.277074497201992,6.51613445521719e-05,0.000229808799926389
"1555","RPS27L",-0.27688845539154,6.59433064110755e-05,0.00023241703573695
"1556","TMEM62",-0.276877975061686,6.59876173931085e-05,0.000232423741050109
"1557","TCF12",-0.276852527383198,6.60953266827212e-05,0.000232563164452895
"1558","AHCYL1",-0.276847701327324,6.61157719160272e-05,0.000232563164452895
"1559","COL5A1",-0.276838562763819,6.61545030090242e-05,0.000232563164452895
"1560","CDK2",0.276713846177311,6.66852066591576e-05,0.000234278554251109
"1561","CDH5",-0.276627371405038,6.70555197868195e-05,0.000235309222762291
"1562","LOC101060363",0.276615296430243,6.71073817990416e-05,0.000235309222762291
"1563","PPIA",0.276615296430243,6.71073817990416e-05,0.000235309222762291
"1564","SH3BGRL",-0.276598013277114,6.71816783300938e-05,0.000235419120397073
"1565","ICAM1",0.276529170577225,6.7478383732948e-05,0.000236292921737729
"1566","GPR19",0.276511148519309,6.75562595859698e-05,0.000236292921737729
"1567","SLC25A32",0.27651019576894,6.75603788971492e-05,0.000236292921737729
"1568","BIRC3",0.276492279934457,6.76378836259455e-05,0.000236413125201495
"1569","ZNF706",0.276384417087379,6.81062665706438e-05,0.000237898532237268
"1570","ATF4",0.276227789322085,6.87918184142562e-05,0.000240140145485764
"1571","PLEKHB1",0.276147539929087,6.91455654316251e-05,0.000241221369955147
"1572","LPCAT1",0.276133331702133,6.92083739437675e-05,0.000241286895773151
"1573","RNF103",-0.276091865687567,6.93919832378884e-05,0.000241773228324348
"1574","THEM6",0.27599028553348,6.98437046267411e-05,0.000243192496629765
"1575","COPZ2",-0.275969762749361,6.99353021544099e-05,0.000243241214046667
"1576","PTPRB",-0.275967264381989,6.99464605762898e-05,0.000243241214046667
"1577","PAFAH1B1",-0.275923870388818,7.01405367713324e-05,0.000243677474908472
"1578","RYBP",-0.275919338237044,7.01608355262311e-05,0.000243677474908472
"1579","SRSF7",0.275895722571788,7.02666952347022e-05,0.000243890582324538
"1580","DCTN1",-0.2758422075929,7.05071356642712e-05,0.000244570244221621
"1581","SLC6A10P",0.275769199502104,7.08364007808229e-05,0.000245401741022698
"1582","SLC6A10PB",0.275769199502104,7.08364007808229e-05,0.000245401741022698
"1583","ARID4A",-0.275729935446874,7.10140759432406e-05,0.000245861857062543
"1584","ARHGEF3",-0.275693760726848,7.11781408035706e-05,0.000246274300897672
"1585","EIF2S1",0.27558771675827,7.16611349243396e-05,0.00024778901407596
"1586","TSC22D1",-0.275484169658319,7.21357172621742e-05,0.000249173827732195
"1587","MAGEL2",-0.275480507501623,7.21525556156539e-05,0.000249173827732195
"1588","CROCC",-0.275420999031575,7.24266880319103e-05,0.0002499630183195
"1589","DNM1L",0.275397952480203,7.25331163327757e-05,0.000250122813368172
"1590","UBE3A",-0.275391213504424,7.25642643898204e-05,0.000250122813368172
"1591","KLHL36",0.275376157031979,7.26339018118826e-05,0.000250205485665682
"1592","GORASP1",-0.275319628240452,7.28959110899736e-05,0.000250950310412046
"1593","SLC25A1",0.275300521586858,7.29846698198432e-05,0.000251098144846107
"1594","MGAT3",0.275196777245144,7.34683767768308e-05,0.000252603730360254
"1595","XRCC6",0.275091738089567,7.39611780027397e-05,0.000254138676893092
"1596","EDC3",0.27505273482372,7.41449523185566e-05,0.000254610515075318
"1597","CXCL12",-0.275024697706394,7.42773207519457e-05,0.000254905347341431
"1598","AV8S2",0.274972146990723,7.4526018688228e-05,0.000255438931911112
"1599","TRAV13-2",0.274972146990723,7.4526018688228e-05,0.000255438931911112
"1600","APPL1",-0.274927023217737,7.47401903593999e-05,0.000256012900065927
"1601","BECN1",-0.274879593257131,7.49659290697429e-05,0.000256617895266147
"1602","GJB3",0.274870253042832,7.50104581636411e-05,0.000256617895266147
"1603","RPIA",0.274810004125635,7.52982880781884e-05,0.000257441888411677
"1604","ARMCX1",-0.274758655038455,7.55444163436637e-05,0.000258122366722613
"1605","TJP1",-0.274658973018262,7.60243676503147e-05,0.000259600432699505
"1606","LIMD2",0.274602508934191,7.62974972573955e-05,0.00026037086361962
"1607","IK",-0.274399857130403,7.72853540986252e-05,0.000263577877577289
"1608","KAT8",-0.27437752535965,7.73949430949013e-05,0.000263787476407968
"1609","VNN1",0.27430032192051,7.7774926351003e-05,0.000264917834694795
"1610","APOBEC3G",0.274129970441105,7.86195564627173e-05,0.0002676284911557
"1611","TRAIP",0.274093812082023,7.87999366003008e-05,0.000268076015557719
"1612","CYP7B1",0.274061627229925,7.89608202355152e-05,0.000268291983276721
"1613","CCL18",0.274061526214548,7.8961325668555e-05,0.000268291983276721
"1614","TMBIM6",-0.2739747631835,7.93965668400342e-05,0.000269603685988642
"1615","GJB5",0.273945413749314,7.95443039523382e-05,0.000269841131288738
"1616","SLC7A1",0.27394131340328,7.95649644578997e-05,0.000269841131288738
"1617","WLS",-0.273825104399625,8.01526019984368e-05,0.000271665968430039
"1618","LGALS9",0.273783628672181,8.0363315342535e-05,0.000272211807938391
"1619","TBX4",0.273729316069002,8.06400291961116e-05,0.000272980396253627
"1620","DICER1",-0.273660386763355,8.09924968301837e-05,0.000273975617729488
"1621","LOC100507472",-0.273642539300691,8.10839939223995e-05,0.000273975617729488
"1622","PCSK6",-0.273642539300691,8.10839939223995e-05,0.000273975617729488
"1623","NMB",0.273580108045461,8.14048166137441e-05,0.000274890173062167
"1624","FAM134A",-0.273521177301554,8.17087403924191e-05,0.00027572918973656
"1625","ACOT13",0.273512438441432,8.17538996576832e-05,0.00027572918973656
"1626","SMARCA1",-0.273442243311918,8.21174909234196e-05,0.000276785134955413
"1627","PIGB",-0.273431404921295,8.21737654521794e-05,0.00027680457730985
"1628","NIPSNAP3B",-0.273419638185007,8.2234900945621e-05,0.000276840360013944
"1629","SETD2",-0.273375754842289,8.24632776999495e-05,0.000277438763889547
"1630","C21orf2",-0.273209478858313,8.33340034920971e-05,0.000279992460836798
"1631","LIPG",0.273209077453762,8.33361158698813e-05,0.000279992460836798
"1632","C15orf39",0.273201580338623,8.33755783911093e-05,0.000279992460836798
"1633","MYBPC2",0.273178282103026,8.34983248080195e-05,0.00028023295735687
"1634","STAT1",0.27308154500993,8.40097936396606e-05,0.000281776972082184
"1635","IGLV3-25",0.273067325250855,8.40852230744132e-05,0.000281857474306479
"1636","AK5",-0.273024589010203,8.43123012225882e-05,0.000282445900752658
